"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"7000000US12057000344","344.0 Voting District, Hillsborough County, Florida","6731","5963","1372","3709","32","45","3","802","768","696","151","49","9","0","391","7","17","0","65","1","0","6","0","0","0","57","21","2","0","16","2","0","6","1","0","0","0","0","5","0","4","0","0","0","0","0","15","0","1","12","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000345","345.0 Voting District, Hillsborough County, Florida","5779","4953","2057","1925","43","72","6","850","826","790","86","30","8","2","570","7","0","6","72","0","0","3","1","2","3","29","4","2","0","9","3","0","8","1","2","0","0","0","0","0","0","0","0","0","0","0","6","1","0","1","0","4","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000346","346.0 Voting District, Hillsborough County, Florida","35","31","23","2","1","2","0","3","4","4","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000347","347.0 Voting District, Hillsborough County, Florida","7339","6171","1871","2829","59","142","23","1247","1168","1119","135","38","19","0","744","15","6","4","133","2","0","5","6","8","4","43","10","1","4","18","3","0","3","0","1","0","0","0","1","0","2","0","0","0","0","0","6","1","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000353","353.0 Voting District, Hillsborough County, Florida","5853","5820","3315","696","9","472","8","1320","33","28","0","0","3","0","21","0","3","0","1","0","0","0","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000355","355.1 Voting District, Hillsborough County, Florida","1358","1167","783","175","3","139","0","67","191","182","20","3","22","1","118","3","1","0","13","0","0","0","0","0","1","7","4","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000356","356.1 Voting District, Hillsborough County, Florida","26","9","3","0","0","5","0","1","17","11","1","0","1","0","2","0","0","1","6","0","0","0","0","0","0","6","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000357","357.1 Voting District, Hillsborough County, Florida","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000359","359.0 Voting District, Hillsborough County, Florida","5813","5079","2492","1115","8","1134","2","328","734","722","82","25","69","1","488","7","6","1","37","0","0","2","1","3","0","12","0","7","0","1","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000361","361.0 Voting District, Hillsborough County, Florida","5020","4304","3157","514","14","398","1","220","716","671","64","49","52","6","430","10","12","7","31","0","1","3","4","2","0","34","12","2","2","3","1","0","6","0","3","1","0","0","4","0","0","0","0","0","0","0","11","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000363","363.1 Voting District, Hillsborough County, Florida","1912","1536","662","522","9","105","0","238","376","365","24","2","19","0","287","11","0","0","17","0","0","1","1","1","2","9","1","0","1","1","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000366","366.0 Voting District, Hillsborough County, Florida","813","683","264","206","4","149","0","60","130","129","12","5","23","0","83","3","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000368","368.1 Voting District, Hillsborough County, Florida","575","531","177","62","0","276","0","16","44","42","3","0","13","0","23","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000372","372.0 Voting District, Hillsborough County, Florida","1214","1028","645","187","6","117","3","70","186","173","26","5","12","0","121","0","3","0","2","0","0","3","0","1","0","13","6","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000373","373.0 Voting District, Hillsborough County, Florida","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000401","401.1 Voting District, Hillsborough County, Florida","5098","4245","3319","318","20","202","7","379","853","830","43","38","36","0","669","4","3","1","35","0","0","0","0","0","1","21","4","1","0","8","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000403","403.0 Voting District, Hillsborough County, Florida","5907","3707","2050","418","23","205","1","1010","2200","2117","69","53","43","0","1832","7","12","1","88","1","0","1","0","4","6","65","10","1","1","38","0","0","4","9","1","0","0","0","0","0","1","0","0","0","0","0","17","5","4","4","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US12057000404","404.0 Voting District, Hillsborough County, Florida","1759","1363","997","185","5","55","4","117","396","383","27","8","16","0","302","3","0","0","20","2","0","1","2","2","0","12","2","0","0","3","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US12057000405","405.0 Voting District, Hillsborough County, Florida","3721","2897","1447","572","15","431","4","428","824","779","59","15","21","0","630","6","7","0","34","2","0","1","0","3","1","42","7","0","2","19","2","0","3","4","4","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000407","407.0 Voting District, Hillsborough County, Florida","6276","3683","2073","443","32","116","1","1018","2593","2541","37","24","14","3","2339","0","2","1","111","0","3","0","0","4","3","41","4","3","0","25","0","0","6","0","0","0","0","0","0","0","2","0","0","1","0","0","11","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000410","410.0 Voting District, Hillsborough County, Florida","4550","3110","1498","386","24","247","2","953","1440","1400","12","8","13","2","1300","0","0","4","47","0","0","5","3","4","2","28","2","1","0","15","1","0","7","0","0","0","0","0","0","0","0","2","0","0","0","0","12","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000411","411.0 Voting District, Hillsborough County, Florida","5415","3531","2082","407","21","63","6","952","1884","1826","52","26","7","0","1627","9","1","0","96","0","0","0","2","3","3","51","7","0","1","25","3","0","8","0","2","0","0","0","2","0","3","0","0","0","0","0","7","0","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000412","412.2 Voting District, Hillsborough County, Florida","5092","4197","2895","486","14","383","8","411","895","868","49","45","41","3","652","9","5","3","46","3","1","3","0","4","4","27","7","4","0","5","0","1","1","4","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000413","413.1 Voting District, Hillsborough County, Florida","2530","1777","1275","163","10","116","1","212","753","729","23","33","27","1","611","1","2","0","20","0","0","8","0","0","3","23","7","0","3","2","1","0","6","0","2","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000414","414.0 Voting District, Hillsborough County, Florida","7545","4762","2341","632","17","293","9","1470","2783","2703","81","32","18","1","2388","1","8","0","154","0","0","6","5","4","5","70","1","6","0","39","0","0","17","1","3","0","0","0","3","0","0","0","0","0","0","0","10","0","0","7","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000415","415.0 Voting District, Hillsborough County, Florida","5767","3834","2347","415","20","127","10","915","1933","1876","59","27","19","4","1633","4","3","1","108","0","0","5","0","7","6","51","11","1","0","28","0","0","6","2","2","0","0","0","1","0","0","0","0","0","0","0","6","1","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000421","421.1 Voting District, Hillsborough County, Florida","4371","3009","1821","357","17","190","1","623","1362","1342","50","31","24","0","1152","8","2","0","69","0","0","5","0","1","0","14","0","3","0","4","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"7000000US12057000422","422.0 Voting District, Hillsborough County, Florida","5079","3376","1745","448","10","443","0","730","1703","1662","39","27","17","0","1497","2","5","0","63","0","0","2","1","8","1","29","3","4","1","8","0","0","7","0","5","0","0","0","0","1","0","0","0","0","0","0","11","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000423","423.0 Voting District, Hillsborough County, Florida","4666","3083","1788","314","25","162","5","789","1583","1546","12","25","21","0","1399","6","4","0","70","0","0","9","0","0","0","36","3","0","0","20","0","0","11","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000429","429.0 Voting District, Hillsborough County, Florida","5400","3883","2501","299","14","280","1","788","1517","1472","45","38","33","0","1310","2","4","0","29","0","0","3","0","1","7","37","0","1","1","22","0","0","4","5","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0",
"7000000US12057000430","430.0 Voting District, Hillsborough County, Florida","2491","1639","961","104","23","70","1","480","852","832","17","16","8","0","753","2","0","0","31","0","1","2","1","1","0","16","6","0","0","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000431","431.0 Voting District, Hillsborough County, Florida","4808","3876","2823","338","17","422","5","271","932","880","56","46","61","0","674","6","10","0","19","1","0","2","2","1","2","43","9","2","0","17","0","0","6","2","6","0","0","0","1","0","0","0","0","0","0","0","9","0","0","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000433","433.0 Voting District, Hillsborough County, Florida","1658","1500","1077","59","5","271","0","88","158","147","23","8","15","0","98","1","1","0","1","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","5","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000434","434.0 Voting District, Hillsborough County, Florida","7459","6349","4157","635","29","994","5","529","1110","1064","104","80","71","2","743","10","4","1","41","0","0","1","1","2","4","42","9","3","0","6","1","0","12","0","6","1","1","0","3","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000451","451.0 Voting District, Hillsborough County, Florida","6626","3783","2374","172","30","157","0","1050","2843","2797","19","26","7","2","2627","0","0","0","98","0","0","7","0","6","5","45","0","2","0","36","0","0","4","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000454","454.0 Voting District, Hillsborough County, Florida","4574","3248","1875","596","23","78","0","676","1326","1287","43","15","14","3","1130","1","3","0","72","0","0","5","0","0","1","23","0","0","0","13","0","0","7","0","1","0","0","0","2","0","0","0","0","0","0","0","15","0","0","14","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US12057000455","455.0 Voting District, Hillsborough County, Florida","5166","3055","1666","283","44","114","3","945","2111","2062","52","20","16","0","1900","1","8","0","61","0","0","0","0","4","0","37","5","0","0","18","2","0","4","0","7","0","0","0","0","0","0","1","0","0","0","0","12","4","0","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000457","457.0 Voting District, Hillsborough County, Florida","5887","3573","1755","213","22","477","4","1102","2314","2257","40","34","28","4","2039","2","6","0","95","0","0","0","2","3","4","50","7","0","1","30","0","0","5","0","7","0","0","0","0","0","0","0","0","0","0","0","6","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000459","459.0 Voting District, Hillsborough County, Florida","7532","5489","2945","1018","36","470","2","1018","2043","1983","92","45","41","6","1625","9","29","3","123","0","1","2","6","1","0","50","9","7","1","20","0","0","7","0","4","0","1","0","0","0","0","0","0","1","0","0","10","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000461","461.1 Voting District, Hillsborough County, Florida","2025","1378","787","159","10","69","1","352","647","626","17","18","2","0","563","2","3","2","18","0","0","0","1","0","0","21","2","0","0","13","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000462","462.0 Voting District, Hillsborough County, Florida","446","339","264","30","3","25","0","17","107","106","11","1","0","0","87","1","1","3","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000463","463.0 Voting District, Hillsborough County, Florida","4561","2983","1312","553","8","180","2","928","1578","1556","40","24","20","0","1368","4","5","3","84","0","0","6","0","2","0","20","5","1","0","3","2","0","2","0","2","0","0","1","1","1","1","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000500","500.1 Voting District, Hillsborough County, Florida","9","8","6","2","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000501","501.0 Voting District, Hillsborough County, Florida","2653","2160","1601","163","3","256","3","134","493","482","32","21","44","0","361","0","3","0","17","0","0","1","1","2","0","8","0","1","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000502","502.0 Voting District, Hillsborough County, Florida","3262","2552","1675","268","6","191","0","412","710","693","12","20","12","2","617","2","1","0","24","0","0","2","0","1","0","14","2","3","0","7","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000503","503.1 Voting District, Hillsborough County, Florida","5828","4188","2493","553","21","430","0","691","1640","1586","69","24","61","5","1347","7","5","2","58","0","0","1","3","3","1","48","11","8","0","15","1","0","5","1","5","0","0","0","0","0","2","0","0","0","0","0","6","0","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000504","504.0 Voting District, Hillsborough County, Florida","5426","3897","2195","573","18","265","0","846","1529","1482","51","53","36","0","1264","5","7","0","46","0","0","12","0","7","1","45","5","3","0","25","0","0","8","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000505","505.2 Voting District, Hillsborough County, Florida","7486","5304","3247","636","20","401","0","1000","2182","2113","63","51","44","1","1829","2","10","5","94","0","0","6","0","8","0","57","13","5","0","25","0","0","7","2","4","1","0","0","0","0","0","0","0","0","0","0","11","1","0","8","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000506","506.0 Voting District, Hillsborough County, Florida","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000507","507.0 Voting District, Hillsborough County, Florida","4870","3924","2390","391","8","784","0","351","946","910","82","38","53","0","681","12","7","0","20","0","0","3","6","7","1","34","2","6","0","9","0","0","5","0","9","0","0","0","0","0","3","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000509","509.1 Voting District, Hillsborough County, Florida","2661","2036","1592","134","0","158","7","145","625","613","34","24","30","3","490","2","0","0","24","2","0","3","0","1","0","11","0","4","0","0","0","0","0","1","2","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000510","510.2 Voting District, Hillsborough County, Florida","2998","2536","2160","192","11","60","0","113","462","440","32","21","24","1","334","1","6","0","16","1","0","0","1","1","2","22","0","1","0","11","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000511","511.2 Voting District, Hillsborough County, Florida","4799","3600","2452","457","16","246","5","424","1199","1165","48","47","39","1","964","3","6","2","47","0","0","4","2","2","0","29","2","2","2","10","0","0","6","3","1","0","0","0","3","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000512","512.0 Voting District, Hillsborough County, Florida","2640","2281","1377","156","4","585","0","159","359","334","20","3","19","0","281","0","3","1","3","0","0","1","3","0","0","20","1","3","0","2","0","0","9","3","2","0","0","0","0","0","0","0","0","0","0","0","5","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000513","513.0 Voting District, Hillsborough County, Florida","1063","928","837","33","1","22","0","35","135","128","5","4","3","0","115","0","0","0","1","0","0","0","0","0","0","6","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000514","514.0 Voting District, Hillsborough County, Florida","2050","1795","1562","101","2","46","0","84","255","245","26","6","10","4","191","2","1","0","4","0","0","0","0","1","0","6","1","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000516","516.0 Voting District, Hillsborough County, Florida","3213","2553","2066","207","5","91","0","184","660","636","31","23","31","0","520","1","7","0","15","0","0","1","1","6","0","21","2","0","1","3","0","0","9","0","3","0","0","0","3","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000517","517.1 Voting District, Hillsborough County, Florida","2738","2161","1632","205","5","137","4","178","577","553","23","34","25","0","440","8","0","0","14","1","0","1","1","5","1","18","5","0","0","4","1","0","2","2","3","0","0","0","0","1","0","0","0","0","0","0","6","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000518","518.0 Voting District, Hillsborough County, Florida","877","778","734","23","6","13","0","2","99","97","5","5","5","0","82","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000519","519.2 Voting District, Hillsborough County, Florida","3233","2451","1991","174","5","132","1","148","782","753","25","36","24","1","643","1","2","0","13","0","0","0","2","4","2","28","2","2","1","10","0","0","5","2","2","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000520","520.2 Voting District, Hillsborough County, Florida","2109","1539","1037","145","5","198","7","147","570","544","18","19","18","0","467","0","1","0","18","2","0","0","1","0","0","19","1","0","1","1","1","1","5","1","2","0","0","0","5","0","0","0","0","0","0","1","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US12057000521","521.1 Voting District, Hillsborough County, Florida","3815","2958","2274","233","12","179","2","258","857","810","35","29","43","3","669","1","1","1","16","1","0","3","0","5","3","41","6","2","0","24","0","0","4","2","3","0","0","0","0","0","0","0","0","0","0","0","6","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000522","522.0 Voting District, Hillsborough County, Florida","1805","1497","1117","136","4","149","0","91","308","284","17","26","16","0","214","0","4","0","6","0","0","0","1","0","0","23","3","0","1","7","1","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000523","523.0 Voting District, Hillsborough County, Florida","5653","4434","3014","372","12","588","5","443","1219","1147","48","48","61","0","941","10","9","3","22","0","0","4","0","1","0","70","10","7","0","36","0","0","8","2","5","0","0","0","1","1","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000524","524.1 Voting District, Hillsborough County, Florida","2516","1838","1259","163","3","113","7","293","678","645","26","34","20","3","526","3","1","2","22","0","0","5","0","3","0","32","3","3","0","17","0","0","7","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000525","525.1 Voting District, Hillsborough County, Florida","5211","4327","3365","412","18","293","5","234","884","842","47","28","61","0","660","10","4","0","25","0","0","2","4","0","1","40","4","14","1","13","2","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000526","526.0 Voting District, Hillsborough County, Florida","2015","1710","1467","67","5","101","0","70","305","302","2","14","28","0","250","0","0","0","2","0","0","0","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000527","527.0 Voting District, Hillsborough County, Florida","7782","6898","5436","325","10","876","11","240","884","852","62","58","115","6","582","3","8","1","12","0","0","2","0","3","0","29","2","1","0","13","0","0","4","1","4","0","0","0","1","0","2","0","0","1","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000528","528.1 Voting District, Hillsborough County, Florida","3367","2996","2785","47","5","109","0","50","371","357","16","44","20","2","267","3","0","0","4","0","0","0","0","1","0","11","0","0","0","0","3","1","0","1","3","0","3","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000529","529.0 Voting District, Hillsborough County, Florida","4217","3567","3075","146","6","253","0","87","650","628","33","28","48","1","488","1","5","0","14","0","0","2","5","3","0","17","2","2","0","3","0","0","2","1","5","0","0","0","2","0","0","0","0","0","0","0","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000531","531.0 Voting District, Hillsborough County, Florida","4970","4244","3709","185","10","236","1","103","726","689","49","45","66","7","506","2","0","0","5","0","0","2","1","3","3","30","2","0","1","10","3","0","3","3","6","0","0","0","2","0","0","0","0","0","0","0","7","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000532","532.0 Voting District, Hillsborough County, Florida","693","620","533","44","1","32","0","10","73","71","0","3","10","0","55","0","2","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000533","533.1 Voting District, Hillsborough County, Florida","4908","3930","3029","320","11","185","0","385","978","938","44","41","45","5","757","6","0","1","30","1","0","5","2","1","0","36","5","2","0","12","0","0","8","2","6","1","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000534","534.1 Voting District, Hillsborough County, Florida","4137","3297","2236","499","13","118","2","429","840","784","60","46","19","4","621","8","1","0","24","1","0","0","0","0","0","49","8","0","0","28","3","0","1","0","5","0","0","0","4","0","0","0","0","0","0","0","7","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12057000535","535.0 Voting District, Hillsborough County, Florida","3354","2751","2012","412","16","60","4","247","603","585","59","45","29","0","409","6","2","1","30","1","0","2","1","0","0","15","1","0","1","5","1","0","2","0","0","0","0","0","4","0","0","1","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12057000537","537.0 Voting District, Hillsborough County, Florida","1117","970","754","39","8","117","0","52","147","139","4","16","12","1","97","0","4","0","2","0","0","0","0","1","2","8","0","1","0","3","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
